Theta,	Phi,	Horizontal Power Gain,	Vertical Power Gain,	Total Power Gain,	etheta_magnitude,	etheta_phase,	ephi_magnitude,	ephi_phase
86.4,	-39.6  ,	-33.0544  ,	-11.1301  ,	-11.1023  ,	0.00104792  ,	1.90371  ,	0.00975895  ,	-129.506
93.6,	-39.6  ,	-30.471  ,	-7.45798  ,	-7.43634  ,	0.00146039  ,	-114.597  ,	0.0148976  ,	-161.017
100.8,	-39.6  ,	-27.8077  ,	-4.99584  ,	-4.97317  ,	0.00475129  ,	-168.622  ,	0.0193008  ,	173.314
108,	-39.6  ,	-25.8128  ,	-3.47173  ,	-3.44647  ,	0.0103177  ,	161.698  ,	0.0213324  ,	150.528
115.2,	-39.6  ,	-25.2955  ,	-2.41518  ,	-2.39286  ,	0.01822  ,	137.727  ,	0.0195891  ,	129.494
122.4,	-39.6  ,	-27.0324  ,	-1.01512  ,	-1.00427  ,	0.0284999  ,	116.639  ,	0.0131571  ,	109.105
129.6,	-39.6  ,	-30.0961  ,	1.31293  ,	1.31607  ,	0.0409504  ,	97.8286  ,	0.0020699  ,	65.6264
136.8,	-39.6  ,	-29.7783  ,	4.13557  ,	4.13734  ,	0.0550215  ,	81.223  ,	0.0138515  ,	-93.8961
144,	-39.6  ,	-25.6572  ,	6.77453  ,	6.77701  ,	0.06982  ,	66.9014  ,	0.0322019  ,	-109.498
151.2,	-39.6  ,	-21.4717  ,	8.93708  ,	8.94103  ,	0.0842132  ,	54.9794  ,	0.0513647  ,	-121.133
158.4,	-39.6  ,	-18.3442  ,	10.5738  ,	10.5793  ,	0.0970019  ,	45.5693  ,	0.0691352  ,	-130.09
165.6,	-39.6  ,	-16.2489  ,	11.7105  ,	11.7174  ,	0.107101  ,	38.7641  ,	0.0834821  ,	-136.512
172.8,	-39.6  ,	-15.0359  ,	12.3834  ,	12.3913  ,	0.113672  ,	34.6298  ,	0.0928093  ,	-140.395
180,	-39.6  ,	-14.6064  ,	12.6188  ,	12.627  ,	0.116188  ,	33.2008  ,	0.0961067  ,	-141.724
187.2,	-39.6  ,	-14.9318  ,	12.4262  ,	12.4341  ,	0.114443  ,	34.4769  ,	0.0930125  ,	-140.508
194.4,	-39.6  ,	-16.0649  ,	11.7971  ,	11.8042  ,	0.108554  ,	38.4235  ,	0.0838335  ,	-136.788
201.6,	-39.6  ,	-18.1766  ,	10.7063  ,	10.7119  ,	0.0989566  ,	44.9758  ,	0.0695437  ,	-130.646
208.8,	-39.6  ,	-21.6754  ,	9.11789  ,	9.1215  ,	0.0864094  ,	54.0456  ,	0.0517346  ,	-122.203
216,	-39.6  ,	-27.6729  ,	7.0036  ,	7.00507  ,	0.0719485  ,	65.5313  ,	0.0324646  ,	-111.648
223.2,	-39.6  ,	-41.8426  ,	4.39977  ,	4.39988  ,	0.0567845  ,	79.3328  ,	0.013977  ,	-99.4639
230.4,	-39.6  ,	-41.7278  ,	1.55937  ,	1.55958  ,	0.042134  ,	95.3756  ,	0.0017044  ,	105.139
237.6,	-39.6  ,	-55.3691  ,	-0.884693  ,	-0.884678  ,	0.0290334  ,	113.666  ,	0.0130354  ,	113.955
244.8,	-39.6  ,	-35.0056  ,	-2.44181  ,	-2.43941  ,	0.0181974  ,	134.434  ,	0.0194146  ,	131.731
252,	-39.6  ,	-29.955  ,	-3.60857  ,	-3.59851  ,	0.00996965  ,	158.595  ,	0.0210432  ,	151.462
259.2,	-39.6  ,	-29.1808  ,	-5.2139  ,	-5.19651  ,	0.00438082  ,	-170.217  ,	0.0188706  ,	173.142
266.4,	-39.6  ,	-30.5456  ,	-7.80931  ,	-7.78624  ,	0.0013596  ,	-112.017  ,	0.0143135  ,	-162.47
273.6,	-39.6  ,	-34.2873  ,	-11.8596  ,	-11.8349  ,	0.000836325  ,	-7.14219  ,	0.0089824  ,	-132.602
280.8,	-39.6  ,	-66.1801  ,	-17.6201  ,	-17.62  ,	0.000537888  ,	91.4261  ,	0.00460323  ,	-86.7185
288,	-39.6  ,	-32.4005  ,	-20.0173  ,	-19.7734  ,	0.00173439  ,	-159.462  ,	0.00317398  ,	-12.1447
295.2,	-39.6  ,	-33.0205  ,	-16.3043  ,	-16.2128  ,	0.00421731  ,	-123.283  ,	0.00345154  ,	39.7656
302.4,	-39.6  ,	-35.0486  ,	-13.2915  ,	-13.2626  ,	0.00720648  ,	-97.6583  ,	0.00257831  ,	67.5188
309.6,	-39.6  ,	-38.0533  ,	-10.6615  ,	-10.6536  ,	0.0103256  ,	-75.7448  ,	0.000451513  ,	26.6877
316.8,	-39.6  ,	-44.129  ,	-8.20577  ,	-8.20466  ,	0.01328  ,	-56.2497  ,	0.00337327  ,	-52.4085
324,	-39.6  ,	-72.8532  ,	-6.11054  ,	-6.11054  ,	0.0158666  ,	-38.9928  ,	0.00723291  ,	-39.0626
331.2,	-39.6  ,	-45.8088  ,	-4.48193  ,	-4.48161  ,	0.0179762  ,	-24.1981  ,	0.0109224  ,	-25.3063
338.4,	-39.6  ,	-43.2637  ,	-3.30653  ,	-3.30609  ,	0.0195736  ,	-12.2811  ,	0.0140302  ,	-13.4971
345.6,	-39.6  ,	-46.758  ,	-2.52738  ,	-2.52721  ,	0.0206659  ,	-3.72278  ,	0.0163346  ,	-4.44641
352.8,	-39.6  ,	-56.3449  ,	-2.08992  ,	-2.0899  ,	0.0212786  ,	1.04735  ,	0.0177379  ,	1.27306
0,	-36  ,	-39.6831  ,	-1.95762  ,	-1.95689  ,	0.0225453  ,	1.83924  ,	0.0168223  ,	3.3924
7.2,	-36  ,	-33.6714  ,	-2.0958  ,	-2.09278  ,	0.0223246  ,	-1.41332  ,	0.0163865  ,	1.75431
14.4,	-36  ,	-30.4823  ,	-2.51075  ,	-2.50383  ,	0.0216768  ,	-8.43952  ,	0.0150918  ,	-3.5611
21.6,	-36  ,	-28.8159  ,	-3.23457  ,	-3.22257  ,	0.0205626  ,	-18.7442  ,	0.0129775  ,	-12.0711
28.8,	-36  ,	-28.2087  ,	-4.33243  ,	-4.31467  ,	0.0188943  ,	-31.7492  ,	0.0101383  ,	-22.9489
36,	-36  ,	-28.3396  ,	-5.89707  ,	-5.87239  ,	0.0165889  ,	-46.9754  ,	0.00678327  ,	-34.6035
43.2,	-36  ,	-28.8311  ,	-8.01852  ,	-7.98265  ,	0.0136561  ,	-64.1972  ,	0.00333101  ,	-41.0987
50.4,	-36  ,	-29.2945  ,	-10.7099  ,	-10.6501  ,	0.0102675  ,	-83.6055  ,	0.00121833  ,	13.5882
57.6,	-36  ,	-29.837  ,	-13.7879  ,	-13.6814  ,	0.00676251  ,	-106.252  ,	0.0027322  ,	47.4692
64.8,	-36  ,	-31.9623  ,	-16.832  ,	-16.7007  ,	0.0036052  ,	-136.105  ,	0.00368037  ,	24.0176
72,	-36  ,	-43.583  ,	-18.6633  ,	-18.6494  ,	0.00144045  ,	167.204  ,	0.00385638  ,	-22.7349
79.2,	-36  ,	-37.6435  ,	-16.2313  ,	-16.2001  ,	0.0011641  ,	71.9329  ,	0.00533207  ,	-84.1797
86.4,	-36  ,	-33.7161  ,	-11.6834  ,	-11.6563  ,	0.00102902  ,	5.81647  ,	0.00915091  ,	-129.095
93.6,	-36  ,	-31.2013  ,	-8.05823  ,	-8.03722  ,	0.001445  ,	-118.115  ,	0.0138935  ,	-160.456
100.8,	-36  ,	-28.6051  ,	-5.56242  ,	-5.54092  ,	0.00496951  ,	-170.251  ,	0.0179439  ,	173.935
108,	-36  ,	-26.818  ,	-3.88945  ,	-3.86738  ,	0.0108613  ,	160.899  ,	0.0197912  ,	151.205
115.2,	-36  ,	-26.7841  ,	-2.51968  ,	-2.50345  ,	0.0191996  ,	137.283  ,	0.0181406  ,	130.267
122.4,	-36  ,	-29.153  ,	-0.73829  ,	-0.732038  ,	0.0300238  ,	116.384  ,	0.0121518  ,	110.128
129.6,	-36  ,	-32.1883  ,	1.75756  ,	1.75931  ,	0.0431111  ,	97.6949  ,	0.00181721  ,	69.2073
136.8,	-36  ,	-30.6477  ,	4.51803  ,	4.51935  ,	0.0578815  ,	81.1808  ,	0.0128434  ,	-94.0884
144,	-36  ,	-25.7947  ,	7.03432  ,	7.03659  ,	0.0733994  ,	66.9364  ,	0.0298066  ,	-109.31
151.2,	-36  ,	-21.4436  ,	9.0926  ,	9.09643  ,	0.0884815  ,	55.0817  ,	0.0474942  ,	-120.831
158.4,	-36  ,	-18.3035  ,	10.6557  ,	10.6612  ,	0.101876  ,	45.729  ,	0.0638762  ,	-129.734
165.6,	-36  ,	-16.2262  ,	11.7451  ,	11.752  ,	0.112452  ,	38.9691  ,	0.0770841  ,	-136.125
172.8,	-36  ,	-15.0303  ,	12.3919  ,	12.3997  ,	0.119335  ,	34.8659  ,	0.0856516  ,	-139.99
180,	-36  ,	-14.6064  ,	12.6188  ,	12.627  ,	0.121971  ,	33.4516  ,	0.0886525  ,	-141.307
187.2,	-36  ,	-14.92  ,	12.4342  ,	12.4422  ,	0.120145  ,	34.7246  ,	0.0857572  ,	-140.082
194.4,	-36  ,	-16.0178  ,	11.8307  ,	11.8378  ,	0.113976  ,	38.6503  ,	0.0772518  ,	-136.354
201.6,	-36  ,	-18.0583  ,	10.7861  ,	10.7917  ,	0.10392  ,	45.1639  ,	0.0640373  ,	-130.203
208.8,	-36  ,	-21.4159  ,	9.26926  ,	9.27296  ,	0.0907675  ,	54.1779  ,	0.0475845  ,	-121.75
216,	-36  ,	-27.0698  ,	7.25598  ,	7.25758  ,	0.0756031  ,	65.591  ,	0.0297943  ,	-111.18
223.2,	-36  ,	-39.3981  ,	4.77162  ,	4.77178  ,	0.0596939  ,	79.3008  ,	0.0127373  ,	-98.9619
230.4,	-36  ,	-42.3176  ,	1.99702  ,	1.99718  ,	0.0443142  ,	95.2266  ,	0.00171517  ,	104.285
237.6,	-36  ,	-45.4931  ,	-0.601952  ,	-0.601811  ,	0.0305508  ,	113.357  ,	0.0121522  ,	114.307
244.8,	-36  ,	-38.8017  ,	-2.54489  ,	-2.54386  ,	0.0191546  ,	133.88  ,	0.0180096  ,	132.114
252,	-36  ,	-31.6054  ,	-4.05139  ,	-4.04377  ,	0.0104875  ,	157.598  ,	0.0194778  ,	151.846
259.2,	-36  ,	-30.1533  ,	-5.83881  ,	-5.82276  ,	0.00457955  ,	-172.192  ,	0.0174334  ,	173.524
266.4,	-36  ,	-31.2072  ,	-8.51765  ,	-8.49433  ,	0.00133989  ,	-115.561  ,	0.0131844  ,	-162.072
273.6,	-36  ,	-34.7426  ,	-12.6239  ,	-12.5973  ,	0.000823498  ,	-3.8198  ,	0.008222  ,	-132.068
280.8,	-36  ,	-67.0589  ,	-18.4653  ,	-18.4653  ,	0.00056694  ,	93.1535  ,	0.00416641  ,	-85.2518
288,	-36  ,	-32.9161  ,	-20.4192  ,	-20.1814  ,	0.00178818  ,	-158.462  ,	0.00295152  ,	-8.90952
295.2,	-36  ,	-34.1039  ,	-16.2558  ,	-16.1851  ,	0.00436912  ,	-122.29  ,	0.00328627  ,	42.4988
302.4,	-36  ,	-37.0283  ,	-13.0142  ,	-12.997  ,	0.00748986  ,	-96.8714  ,	0.00248547  ,	71.0121
309.6,	-36  ,	-41.8107  ,	-10.3079  ,	-10.3048  ,	0.0107533  ,	-75.1837  ,	0.00034892  ,	49.7299
316.8,	-36  ,	-55.351  ,	-7.90859  ,	-7.90851  ,	0.0138494  ,	-55.8978  ,	0.00302997  ,	-54.7328
324,	-36  ,	-47.3675  ,	-5.91053  ,	-5.91022  ,	0.0165649  ,	-38.8135  ,	0.00663491  ,	-40.2172
331.2,	-36  ,	-41.5038  ,	-4.36747  ,	-4.36663  ,	0.0187865  ,	-24.1419  ,	0.0100688  ,	-26.0554
338.4,	-36  ,	-40.6625  ,	-3.25316  ,	-3.25238  ,	0.0204794  ,	-12.2926  ,	0.0129533  ,	-14.0016
345.6,	-36  ,	-44.2982  ,	-2.51151  ,	-2.51122  ,	0.0216524  ,	-3.74858  ,	0.0150875  ,	-4.74296
352.8,	-36  ,	-61.4959  ,	-2.09106  ,	-2.09106  ,	0.0223309  ,	1.05354  ,	0.0163872  ,	1.18218
0,	-32.4  ,	-39.6831  ,	-1.95762  ,	-1.95689  ,	0.0235567  ,	1.90888  ,	0.0153741  ,	3.5354
7.2,	-32.4  ,	-33.4908  ,	-2.07755  ,	-2.07442  ,	0.0233637  ,	-1.2377  ,	0.0149763  ,	2.15096
14.4,	-32.4  ,	-30.3044  ,	-2.45677  ,	-2.44964  ,	0.0227199  ,	-8.1353  ,	0.0137917  ,	-2.90337
21.6,	-32.4  ,	-28.6881  ,	-3.12532  ,	-3.11327  ,	0.0215816  ,	-18.2923  ,	0.0118549  ,	-11.1372
28.8,	-32.4  ,	-28.1545  ,	-4.14555  ,	-4.12833  ,	0.0198563  ,	-31.1313  ,	0.00925548  ,	-21.6948
36,	-32.4  ,	-28.3643  ,	-5.60923  ,	-5.58627  ,	0.0174567  ,	-46.1701  ,	0.00619188  ,	-32.8784
43.2,	-32.4  ,	-28.8974  ,	-7.61752  ,	-7.5853  ,	0.0143922  ,	-63.1757  ,	0.00306252  ,	-38.2914
50.4,	-32.4  ,	-29.277  ,	-10.2381  ,	-10.1842  ,	0.010841  ,	-82.3213  ,	0.00121949  ,	14.3836
57.6,	-32.4  ,	-29.4642  ,	-13.4375  ,	-13.3304  ,	0.00715747  ,	-104.61  ,	0.00253866  ,	46.0958
64.8,	-32.4  ,	-30.7704  ,	-16.9501  ,	-16.7735  ,	0.0038271  ,	-133.828  ,	0.00338449  ,	22.9608
72,	-32.4  ,	-39.8242  ,	-19.1912  ,	-19.1538  ,	0.00151518  ,	171.089  ,	0.00357665  ,	-23.7814
79.2,	-32.4  ,	-38.8362  ,	-16.7689  ,	-16.742  ,	0.00117963  ,	75.2411  ,	0.00498999  ,	-84.2791
86.4,	-32.4  ,	-34.4397  ,	-12.3106  ,	-12.2841  ,	0.00101057  ,	9.84036  ,	0.0085067  ,	-128.553
93.6,	-32.4  ,	-32.0894  ,	-8.73343  ,	-8.71342  ,	0.00142879  ,	-121.741  ,	0.012843  ,	-159.73
100.8,	-32.4  ,	-29.7173  ,	-6.18841  ,	-6.16919  ,	0.0051678  ,	-171.795  ,	0.0165312  ,	174.738
108,	-32.4  ,	-28.337  ,	-4.33085  ,	-4.31362  ,	0.0113563  ,	160.118  ,	0.0181914  ,	152.082
115.2,	-32.4  ,	-29.0434  ,	-2.62014  ,	-2.61025  ,	0.0200945  ,	136.83  ,	0.0166424  ,	131.267
122.4,	-32.4  ,	-32.3372  ,	-0.486377  ,	-0.483542  ,	0.0314199  ,	116.111  ,	0.0111203  ,	111.454
129.6,	-32.4  ,	-35.2086  ,	2.14683  ,	2.14762  ,	0.0450947  ,	97.5426  ,	0.00157537  ,	74.6796
136.8,	-32.4  ,	-31.7386  ,	4.85681  ,	4.85776  ,	0.0605103  ,	81.1218  ,	0.0117725  ,	-94.3513
144,	-32.4  ,	-25.9714  ,	7.27033  ,	7.27238  ,	0.076691  ,	66.9554  ,	0.0272869  ,	-109.093
151.2,	-32.4  ,	-21.425  ,	9.23705  ,	9.24078  ,	0.0924061  ,	55.1677  ,	0.043435  ,	-120.471
158.4,	-32.4  ,	-18.2651  ,	10.733  ,	10.7385  ,	0.106357  ,	45.8708  ,	0.0583685  ,	-129.309
165.6,	-32.4  ,	-16.2038  ,	11.7782  ,	11.7851  ,	0.117368  ,	39.1543  ,	0.0703878  ,	-135.665
172.8,	-32.4  ,	-15.0247  ,	12.4  ,	12.4079  ,	0.124532  ,	35.0806  ,	0.0781624  ,	-139.508
180,	-32.4  ,	-14.6064  ,	12.6188  ,	12.627  ,	0.127274  ,	33.6805  ,	0.080854  ,	-140.812
187.2,	-32.4  ,	-14.9086  ,	12.4419  ,	12.4499  ,	0.12537  ,	34.9517  ,	0.0781667  ,	-139.575
194.4,	-32.4  ,	-15.9717  ,	11.8625  ,	11.8696  ,	0.118939  ,	38.8591  ,	0.0703649  ,	-135.837
201.6,	-32.4  ,	-17.9431  ,	10.8607  ,	10.8665  ,	0.108457  ,	45.3383  ,	0.0582736  ,	-129.675
208.8,	-32.4  ,	-21.1682  ,	9.40879  ,	9.41259  ,	0.0947457  ,	54.3019  ,	0.0432371  ,	-121.209
216,	-32.4  ,	-26.5244  ,	7.48364  ,	7.48537  ,	0.0789339  ,	65.6482  ,	0.026992  ,	-110.62
223.2,	-32.4  ,	-37.6224  ,	5.09865  ,	5.09889  ,	0.0623412  ,	79.2727  ,	0.0114288  ,	-98.3652
230.4,	-32.4  ,	-42.7409  ,	2.37652  ,	2.37665  ,	0.046295  ,	95.0885  ,	0.0017418  ,	103.58
237.6,	-32.4  ,	-40.9889  ,	-0.349393  ,	-0.349018  ,	0.0319282  ,	113.069  ,	0.0112432  ,	114.769
244.8,	-32.4  ,	-46.4247  ,	-2.64735  ,	-2.64717  ,	0.020024  ,	133.365  ,	0.016554  ,	132.61
252,	-32.4  ,	-33.9734  ,	-4.5223  ,	-4.51738  ,	0.01096  ,	156.676  ,	0.0178519  ,	152.348
259.2,	-32.4  ,	-31.4209  ,	-6.53404  ,	-6.51997  ,	0.0047637  ,	-174.029  ,	0.0159378  ,	174.027
266.4,	-32.4  ,	-31.9949  ,	-9.32258  ,	-9.29917  ,	0.00132037  ,	-119.252  ,	0.0120072  ,	-161.55
273.6,	-32.4  ,	-35.2217  ,	-13.502  ,	-13.4729  ,	0.000812037  ,	-0.333952  ,	0.00742649  ,	-131.381
280.8,	-32.4  ,	-62.8072  ,	-19.4476  ,	-19.4474  ,	0.000600661  ,	94.1801  ,	0.00370692  ,	-83.3545
288,	-32.4  ,	-34.0191  ,	-20.8335  ,	-20.6298  ,	0.00182599  ,	-157.947  ,	0.0027215  ,	-4.8153
295.2,	-32.4  ,	-36.0108  ,	-16.2376  ,	-16.1921  ,	0.00448756  ,	-121.561  ,	0.0031149  ,	45.9156
302.4,	-32.4  ,	-40.4337  ,	-12.7925  ,	-12.7851  ,	0.0077246  ,	-96.2657  ,	0.00239176  ,	75.3047
309.6,	-32.4  ,	-49.9816  ,	-10.0144  ,	-10.0139  ,	0.0111206  ,	-74.7534  ,	0.000324315  ,	85.0984
316.8,	-32.4  ,	-50.2815  ,	-7.65367  ,	-7.65343  ,	0.0143504  ,	-55.641  ,	0.00268518  ,	-57.9834
324,	-32.4  ,	-41.4895  ,	-5.73343  ,	-5.73228  ,	0.0171895  ,	-38.7038  ,	0.00602127  ,	-41.6978
331.2,	-32.4  ,	-38.6449  ,	-4.26365  ,	-4.26206  ,	0.0195189  ,	-24.1365  ,	0.00918682  ,	-26.9762
338.4,	-32.4  ,	-38.7042  ,	-3.20416  ,	-3.20293  ,	0.0213033  ,	-12.3403  ,	0.0118357  ,	-14.606
345.6,	-32.4  ,	-42.4532  ,	-2.49713  ,	-2.49669  ,	0.0225534  ,	-3.79862  ,	0.0137891  ,	-5.09256
352.8,	-32.4  ,	-74.055  ,	-2.09254  ,	-2.09254  ,	0.023295  ,	1.04546  ,	0.0149763  ,	1.07723
0,	-28.8  ,	-39.6831  ,	-1.95762  ,	-1.95689  ,	0.0244752  ,	1.97302  ,	0.0138652  ,	3.70889
7.2,	-28.8  ,	-33.3299  ,	-2.05982  ,	-2.05658  ,	0.0243105  ,	-1.06401  ,	0.0135027  ,	2.62356
14.4,	-28.8  ,	-30.1492  ,	-2.40519  ,	-2.3979  ,	0.0236729  ,	-7.83398  ,	0.0124285  ,	-2.12617
21.6,	-28.8  ,	-28.5826  ,	-3.02279  ,	-3.01073  ,	0.0225141  ,	-17.8506  ,	0.0106727  ,	-10.0436
28.8,	-28.8  ,	-28.1266  ,	-3.97379  ,	-3.95713  ,	0.0207369  ,	-30.5395  ,	0.00831954  ,	-20.2447
36,	-28.8  ,	-28.4371  ,	-5.35087  ,	-5.32958  ,	0.0182509  ,	-45.4183  ,	0.0055561  ,	-30.9195
43.2,	-28.8  ,	-29.0732  ,	-7.26571  ,	-7.23716  ,	0.0150657  ,	-62.2491  ,	0.00275878  ,	-35.1601
50.4,	-28.8  ,	-29.4895  ,	-9.82692  ,	-9.78023  ,	0.0113664  ,	-81.1915  ,	0.00119229  ,	16.3828
57.6,	-28.8  ,	-29.5001  ,	-13.1122  ,	-13.0136  ,	0.00752134  ,	-103.209  ,	0.00233834  ,	45.2817
64.8,	-28.8  ,	-30.1661  ,	-17.0387  ,	-16.8323  ,	0.00403539  ,	-131.938  ,	0.00307673  ,	22.1923
72,	-28.8  ,	-37.4547  ,	-19.7815  ,	-19.708  ,	0.00159215  ,	174.384  ,	0.00327808  ,	-24.7054
79.2,	-28.8  ,	-40.1992  ,	-17.3834  ,	-17.3607  ,	0.00119612  ,	78.4638  ,	0.00462275  ,	-84.2811
86.4,	-28.8  ,	-35.2229  ,	-13.0207  ,	-12.9947  ,	0.00099291  ,	13.9723  ,	0.00783092  ,	-127.845
93.6,	-28.8  ,	-33.1923  ,	-9.49464  ,	-9.47615  ,	0.0014119  ,	-125.482  ,	0.0117514  ,	-158.798
100.8,	-28.8  ,	-31.3128  ,	-6.87974  ,	-6.86412  ,	0.00534441  ,	-173.286  ,	0.0150686  ,	175.77
108,	-28.8  ,	-30.7011  ,	-4.7942  ,	-4.78307  ,	0.0117992  ,	159.341  ,	0.0165394  ,	153.205
115.2,	-28.8  ,	-32.7188  ,	-2.71763  ,	-2.71329  ,	0.0208992  ,	136.36  ,	0.0151003  ,	132.545
122.4,	-28.8  ,	-37.9215  ,	-0.261389  ,	-0.260645  ,	0.0326807  ,	115.817  ,	0.0100672  ,	113.151
129.6,	-28.8  ,	-40.1862  ,	2.48507  ,	2.48531  ,	0.0468914  ,	97.371  ,	0.00135697  ,	82.6405
136.8,	-28.8  ,	-33.0917  ,	5.15425  ,	5.1549  ,	0.0628957  ,	81.0465  ,	0.0106452  ,	-94.6888
144,	-28.8  ,	-26.1818  ,	7.48201  ,	7.48388  ,	0.0796803  ,	66.9604  ,	0.0246537  ,	-108.829
151.2,	-28.8  ,	-21.4151  ,	9.3692  ,	9.37283  ,	0.0959708  ,	55.2401  ,	0.0392039  ,	-120.03
158.4,	-28.8  ,	-18.2293  ,	10.8048  ,	10.8103  ,	0.110424  ,	45.9981  ,	0.0526342  ,	-128.788
165.6,	-28.8  ,	-16.1821  ,	11.8093  ,	11.8162  ,	0.121828  ,	39.3237  ,	0.0634205  ,	-135.102
172.8,	-28.8  ,	-15.019  ,	12.4078  ,	12.4157  ,	0.129244  ,	35.2781  ,	0.0703727  ,	-138.921
180,	-28.8  ,	-14.6064  ,	12.6188  ,	12.627  ,	0.132078  ,	33.8919  ,	0.0727437  ,	-140.207
187.2,	-28.8  ,	-14.8977  ,	12.4489  ,	12.4569  ,	0.130095  ,	35.1622  ,	0.0702732  ,	-138.957
194.4,	-28.8  ,	-15.9273  ,	11.8919  ,	11.8991  ,	0.123422  ,	39.0537  ,	0.0632032  ,	-135.206
201.6,	-28.8  ,	-17.8326  ,	10.9293  ,	10.9351  ,	0.112549  ,	45.5021  ,	0.0522792  ,	-129.028
208.8,	-28.8  ,	-20.9343  ,	9.53524  ,	9.53913  ,	0.0983264  ,	54.4197  ,	0.0387143  ,	-120.543
216,	-28.8  ,	-26.0325  ,	7.68606  ,	7.6879  ,	0.0819255  ,	65.7036  ,	0.0240742  ,	-109.929
223.2,	-28.8  ,	-36.252  ,	5.38317  ,	5.38346  ,	0.0647135  ,	79.2473  ,	0.0100624  ,	-97.6251
230.4,	-28.8  ,	-43.0224  ,	2.70241  ,	2.70253  ,	0.0480661  ,	94.958  ,	0.00177773  ,	103.009
237.6,	-28.8  ,	-38.0729  ,	-0.12866  ,	-0.127962  ,	0.0331577  ,	112.796  ,	0.0103062  ,	115.357
244.8,	-28.8  ,	-53.0399  ,	-2.7507  ,	-2.75066  ,	0.0208003  ,	132.876  ,	0.0150482  ,	133.245
252,	-28.8  ,	-37.7539  ,	-5.02086  ,	-5.01855  ,	0.0113839  ,	155.806  ,	0.0161677  ,	152.997
259.2,	-28.8  ,	-33.1473  ,	-7.30938  ,	-7.29807  ,	0.00493156  ,	-175.76  ,	0.0143874  ,	174.682
266.4,	-28.8  ,	-32.9507  ,	-10.2433  ,	-10.2201  ,	0.00130132  ,	-123.099  ,	0.0107861  ,	-160.865
273.6,	-28.8  ,	-35.7153  ,	-14.5167  ,	-14.4839  ,	0.000802309  ,	3.30787  ,	0.00660134  ,	-130.485
280.8,	-28.8  ,	-57.0145  ,	-20.5854  ,	-20.5844  ,	0.000639012  ,	94.5861  ,	0.00323193  ,	-80.8679
288,	-28.8  ,	-35.9592  ,	-21.2548  ,	-21.1102  ,	0.00184738  ,	-157.911  ,	0.00249063  ,	0.254773
295.2,	-28.8  ,	-39.2853  ,	-16.2582  ,	-16.2367  ,	0.00457132  ,	-121.086  ,	0.00293925  ,	50.0338
302.4,	-28.8  ,	-47.6442  ,	-12.627  ,	-12.6257  ,	0.00790885  ,	-95.8339  ,	0.00229883  ,	80.3705
309.6,	-28.8  ,	-53.0317  ,	-9.77734  ,	-9.77713  ,	0.0114253  ,	-74.449  ,	0.00041319  ,	116.524
316.8,	-28.8  ,	-41.9147  ,	-7.43944  ,	-7.43789  ,	0.0147808  ,	-55.4761  ,	0.00234934  ,	-62.4724
324,	-28.8  ,	-37.9915  ,	-5.57989  ,	-5.5774  ,	0.0177381  ,	-38.6608  ,	0.00539813  ,	-43.5921
331.2,	-28.8  ,	-36.5254  ,	-4.17166  ,	-4.16914  ,	0.020171  ,	-24.179  ,	0.00828135  ,	-28.1127
338.4,	-28.8  ,	-37.1567  ,	-3.16039  ,	-3.15866  ,	0.0220428  ,	-12.4215  ,	0.0106826  ,	-15.3357
345.6,	-28.8  ,	-41.0031  ,	-2.48467  ,	-2.48406  ,	0.0233658  ,	-3.87045  ,	0.0124446  ,	-5.5082
352.8,	-28.8  ,	-67.8858  ,	-2.09443  ,	-2.09443  ,	0.0241675  ,	1.02499  ,	0.0135108  ,	0.95593
0,	-25.2  ,	-39.6831  ,	-1.95762  ,	-1.95689  ,	0.0252971  ,	2.03275  ,	0.0123019  ,	3.92571
7.2,	-25.2  ,	-33.1878  ,	-2.04277  ,	-2.03944  ,	0.0251607  ,	-0.891528  ,	0.0119717  ,	3.20204
14.4,	-25.2  ,	-30.0156  ,	-2.35657  ,	-2.34913  ,	0.0245309  ,	-7.5349  ,	0.0110082  ,	-1.1817
21.6,	-25.2  ,	-28.4987  ,	-2.92795  ,	-2.91593  ,	0.0233546  ,	-17.418  ,	0.00943687  ,	-8.72293
28.8,	-25.2  ,	-28.1253  ,	-3.8182  ,	-3.80212  ,	0.0215304  ,	-29.9717  ,	0.00733594  ,	-18.5071
36,	-25.2  ,	-28.5589  ,	-5.12206  ,	-5.10242  ,	0.0189654  ,	-44.7158  ,	0.00488076  ,	-28.595
43.2,	-25.2  ,	-29.3568  ,	-6.96061  ,	-6.93567  ,	0.0156707  ,	-61.4094  ,	0.00242442  ,	-31.4488
50.4,	-25.2  ,	-29.9161  ,	-9.47318  ,	-9.43413  ,	0.0118383  ,	-80.2017  ,	0.00114216  ,	19.6587
57.6,	-25.2  ,	-29.8872  ,	-12.8188  ,	-12.7343  ,	0.00784965  ,	-102.025  ,	0.00213118  ,	45.0484
64.8,	-25.2  ,	-30.0464  ,	-17.0938  ,	-16.8791  ,	0.00422675  ,	-130.394  ,	0.00275848  ,	21.6949
72,	-25.2  ,	-35.8416  ,	-20.4287  ,	-20.3056  ,	0.00166936  ,	177.122  ,	0.00296423  ,	-25.5544
79.2,	-25.2  ,	-41.7644  ,	-18.079  ,	-18.0604  ,	0.00121365  ,	81.5851  ,	0.00423496  ,	-84.1747
